report_year,utility_id_ferc1,utility_name_ferc1,seller_name,,Demand Charges,Average Monthly Billing Demand (MW),Energy Charges,Energy Purchased (MWh),Other Charges,purchase_type_code,Total Settlemrent ($),state,Demand Price ($/monthly avg MW),Energy Price ($/MWh)
1998,4,Cambridge Electric Light Company,canal electric unit #2 (a),,3176216,51,6267562,296268,,LU,9443778,MA,62278.7451,21.15504206
1998,4,Cambridge Electric Light Company,seabrook unit 1 (b),,6956804,8,253355,58930,,LU,7210159,MA,869600.5,4.299253351
1998,4,Cambridge Electric Light Company,vermont yankee atomic electric co.(c),,3745146,11,357789,75211,,LU,4102935,MA,340467.8182,4.757136589
1998,4,Cambridge Electric Light Company,altresco- pittsfield,,11839491,28,3294815,224683,,LU,15134306,MA,422838.9643,14.66428257
1998,4,Cambridge Electric Light Company,central vermont public service co.,,210600,,,,,OS,210600,MA,,
1998,4,Cambridge Electric Light Company,united illuminating,,615390,,,,,OS,615390,MA,,
1998,4,Cambridge Electric Light Company,new england power co.,,136489,,,,,OS,136489,MA,,
1998,4,Cambridge Electric Light Company,northeast utilities,,911950,,,,,OS,911950,MA,,
1998,4,Cambridge Electric Light Company,enron power marketing,,159250,,,,,OS,159250,MA,,
1998,4,Cambridge Electric Light Company,iso new england (d),,201054,,13791994,687917,,OS,13993048,MA,,20.0489216
1998,4,Cambridge Electric Light Company,purchased power accrual (e),,,,,-3549,-287741,AD,-287741,MA,,0
1998,4,Cambridge Electric Light Company,purchased power deferral (f),,,,,,-6388701,,-6388701,MA,,
1998,4,Cambridge Electric Light Company,total,,29678478,,26813894,1495806,-6676442,,49815930,MA,,17.92605057
1999,4,Cambridge Electric Light Company,commonwealth electric co. (a),,,,4825000,216676,,LU,4825000,MA,,22.26827152
1999,4,Cambridge Electric Light Company,southern energy,,165243,,15953061,454683,,LU,16118304,MA,,35.08611714
1999,4,Cambridge Electric Light Company,seabrook unit 1 (a) & (b),,8020373,8,286627,61019,,LU,8307000,MA,1002546.625,4.697340173
1999,4,Cambridge Electric Light Company,vermont yankee atomic electric co.(c),,4017292,11,390864,91330,,LU,4408156,MA,365208.3636,4.27968904
1999,4,Cambridge Electric Light Company,altresco- pittsfield,,12305790,28,3326994,213018,,LU,15632784,MA,439492.5,15.61837028
1999,4,Cambridge Electric Light Company,central vermont public service co.,,218500,,,,,OS,218500,MA,,
1999,4,Cambridge Electric Light Company,select energy,,414297,,2935629,123503,,OS,3349926,MA,,23.7696979
1999,4,Cambridge Electric Light Company,northeast utilities,,655500,,439259,8300,,OS,1094759,MA,,52.92277108
1999,4,Cambridge Electric Light Company,iso new england (d),,97786,,2835465,182154,,OS,2933251,MA,,15.56630653
1999,4,Cambridge Electric Light Company,purchased power accrual (e),,,,,7937,-528852,AD,-528852,MA,,0
1999,4,Cambridge Electric Light Company,purchased power deferral (f),,,,,,3795887,OS,3795887,MA,,
1999,4,Cambridge Electric Light Company,fuel charge refund (g),,,,,,-743186,OS,-743186,MA,,
1999,4,Cambridge Electric Light Company,refund to customers (h),,,,,,-7171796,OS,-7171796,MA,,
1999,4,Cambridge Electric Light Company,roll-in-deferral (i),,,,,,-468477,OS,-468477,MA,,
1999,4,Cambridge Electric Light Company,total,,27858409,,34573187,1525901,-5116424,,57315172,MA,,22.65755577
1999,4,Cambridge Electric Light Company,canal unit 1,,1963628,28,3580288,167281,,LU,5543916,MA,70129.57143,21.40283714
2000,4,Cambridge Electric Light Company,southern energy,,,,16167967,446375,,RQ,16167967,MA,,36.22059255
2000,4,Cambridge Electric Light Company,seabrook unit 1 (a) & (b),,5745095,8.2,351654,55650,,LU,6096749,MA,700621.3415,6.31902965
2000,4,Cambridge Electric Light Company,vermont yankee atomic electric co. (c),,2713075,11.9,785396,102332,,LU,3498471,MA,227989.4958,7.674979479
2000,4,Cambridge Electric Light Company,altresco-pittsfield,,12494047,28,4696170,209104,,OS,17190217,MA,446215.9643,22.45853738
2000,4,Cambridge Electric Light Company,select energy,,3756215,,19934858,440828,,OS,23691073,MA,,45.22139701
2000,4,Cambridge Electric Light Company,iso new england (d),,1475742,,7460444,181705,,EX,8936186,MA,,41.05800061
2000,4,Cambridge Electric Light Company,southern energy new england-canal unit,,1738302,28.1,5092903,132054,,LU,6831205,MA,61861.28114,38.56682115
2000,4,Cambridge Electric Light Company,duke,,,,7502,155,,SF,7502,MA,,48.4
2000,4,Cambridge Electric Light Company,enron,,395053,,8665190,85338,,SF,9060243,MA,,101.5396424
2000,4,Cambridge Electric Light Company,morgan stanley,,209018,,,,,SF,209018,MA,,
2000,4,Cambridge Electric Light Company,natsource,,480,,,,,SF,480,MA,,
2000,4,Cambridge Electric Light Company,pg&e,,821183,,513749,4064,,SF,1334932,MA,,126.4146161
2000,4,Cambridge Electric Light Company,purchased power deferral (e),,,,,,-24819441,OS,-24819441,MA,,
2000,4,Cambridge Electric Light Company,total,,29348210,,63675833,1657605,-34773168,,58250875,MA,,38.41435867
2000,4,Cambridge Electric Light Company,fuel charge refund (f),,,,,,-2113897,OS,-2113897,MA,,
2000,4,Cambridge Electric Light Company,refund to customers (g),,,,,,-7839830,OS,-7839830,MA,,
2001,4,Cambridge Electric Light Company,altresco-pittsfield (2),,12519146,28,5451809,209004,,LU,17970955,MA,447112.3571,26.0847113
2001,4,Cambridge Electric Light Company,southern energy new england-canal 1,,1960452,28.1,4201476,127321,,LU,6161928,MA,69766.97509,32.99908106
2001,4,Cambridge Electric Light Company,seabrook unit 1 (4),,2234686,8.2,305974,61065,142492,LU,2683152,MA,272522.6829,5.010628019
2001,4,Cambridge Electric Light Company,"vermont yankee atomic elec. co. (1,4)",,3203984,11.9,458925,94783,317063,LU,3979972,MA,269242.3529,4.841849277
2001,4,Cambridge Electric Light Company,aep,,,,1309196,23437,,SF,1309196,MA,,55.86022102
2001,4,Cambridge Electric Light Company,apb (3),,4659,,,,,SF,4659,MA,,
2001,4,Cambridge Electric Light Company,aquilla,,122002,,920074,17476,,SF,1042076,MA,,52.64785992
2001,4,Cambridge Electric Light Company,constellation,,21444,,519320,6083,,SF,540764,MA,,85.37234917
2001,4,Cambridge Electric Light Company,duke,,,,74586,1280,,SF,74586,MA,,58.2703125
2001,4,Cambridge Electric Light Company,elpaso,,2714,,18194,314,,SF,20908,MA,,57.94267516
2001,4,Cambridge Electric Light Company,enron,,-2096,,1280592,18785,,SF,1278496,MA,,68.17098749
2001,4,Cambridge Electric Light Company,fp&l,,5596,,,,,SF,5596,MA,,
2001,4,Cambridge Electric Light Company,mirant,,4790,,1961721,28894,,SF,1966511,MA,,67.89371496
2001,4,Cambridge Electric Light Company,morgan stanley,,-1056,,208601,2504,,SF,207545,MA,,83.30710863
2001,4,Cambridge Electric Light Company,total,,19794914,,86135658,1703420,6612359,,112542931,MA,,50.56630661
2001,4,Cambridge Electric Light Company,natsource (3),,1422,,540,,,SF,1962,MA,,
2001,4,Cambridge Electric Light Company,northeast utilities,,60215,,570725,7794,,SF,630940,MA,,73.22619964
2001,4,Cambridge Electric Light Company,pg&e,,272933,,,,,SF,272933,MA,,
2001,4,Cambridge Electric Light Company,select energy,,-507647,,270665,3115,,SF,-236982,MA,,86.89085072
2001,4,Cambridge Electric Light Company,sithe,,412810,,,,,SF,412810,MA,,
2001,4,Cambridge Electric Light Company,tfs energy (3),,631,,,,,SF,631,MA,,
2001,4,Cambridge Electric Light Company,transcanada,,,,120695,1588,,SF,120695,MA,,76.00440806
2001,4,Cambridge Electric Light Company,williams,,,,32451,578,,SF,32451,MA,,56.14359862
2001,4,Cambridge Electric Light Company,iso new england,,-1088616,,10103239,243048,,EX,9014623,MA,,41.56890408
2001,4,Cambridge Electric Light Company,mirant new england-wtsa,,,,27081524,432813,,RQ,27081524,MA,,62.5709579
2001,4,Cambridge Electric Light Company,aquila,,14648,,,,,SF,14648,MA,,
2001,4,Cambridge Electric Light Company,duke,,,,8124488,99681,,SF,8124488,MA,,81.50488057
2001,4,Cambridge Electric Light Company,enron,,,,764117,9260,,SF,764117,MA,,82.51803456
2001,4,Cambridge Electric Light Company,fp&l,,5896,,,,,SF,5896,MA,,
2001,4,Cambridge Electric Light Company,iso new england,,14134,,,,,EX,14134,MA,,
2001,4,Cambridge Electric Light Company,mirant,,4433,,,,,SF,4433,MA,,
2001,4,Cambridge Electric Light Company,natsource (3),,206,,,,,SF,206,MA,,
2001,4,Cambridge Electric Light Company,northeast utilities,,8424,,,,,SF,8424,MA,,
2001,4,Cambridge Electric Light Company,pg&e,,112506,,,,,SF,112506,MA,,
2001,4,Cambridge Electric Light Company,select,,29398,,22356746,314597,,SF,22386144,MA,,71.06471454
2001,4,Cambridge Electric Light Company,sithe,,376745,,,,,SF,376745,MA,,
2001,4,Cambridge Electric Light Company,tfs energy (3),,455,,,,,SF,455,MA,,
2001,4,Cambridge Electric Light Company,purchased power deferral (6),,,,,,10846888,,10846888,MA,,
2001,4,Cambridge Electric Light Company,sale of generating assets (5),,,,,,-4694084,,-4694084,MA,,
2002,4,Cambridge Electric Light Company,altresco - pittsfield (2),,12472015,28,4747730,210182,,LU,17219745,MA,445429.1071,22.58866126
2002,4,Cambridge Electric Light Company,mirant - canal 1,,1574679,28.1,3528663,112374,,LU,5103342,MA,56038.39858,31.40106252
2002,4,Cambridge Electric Light Company,seabrook unit 1 (4),,2323001,8.2,170655,53382,85341,LU,2578997,MA,283292.8049,3.196864111
2002,4,Cambridge Electric Light Company,"vermont yankee atomic elec. co. (1,4)",,2144033,11.9,2227405,96327,54465,LU,4425903,MA,180170.8403,23.12337143
2002,4,Cambridge Electric Light Company,aep,,,,1317396,32839,,SF,1317396,MA,,40.11681233
2002,4,Cambridge Electric Light Company,constellation - strip,,141,,1366983,32979,,SF,1367124,MA,,41.45010461
2002,4,Cambridge Electric Light Company,constellation - ars,,,,36744796,774910,,SF,36744796,MA,,47.41814662
2002,4,Cambridge Electric Light Company,natsource (3),,602,,,,,SF,602,MA,,
2002,4,Cambridge Electric Light Company,pg & e - #1,,308,,1310919,32979,,SF,1311227,MA,,39.75011371
2002,4,Cambridge Electric Light Company,iso new england,,-225222,,493529,-12035,,EX,268307,MA,,-41.00781055
2002,4,Cambridge Electric Light Company,mirant new england - wtsa,,,,16748670,409301,,RQ,16748670,MA,,40.92017855
2002,4,Cambridge Electric Light Company,duke,,,,5518551,80442,,SF,5518551,MA,,68.60285672
2002,4,Cambridge Electric Light Company,enron - #1,,,,124610,1591,,SF,124610,MA,,78.32181018
2002,4,Cambridge Electric Light Company,iso new england,,82366,,92126,3387,,EX,174492,MA,,27.1998819
2002,4,Cambridge Electric Light Company,morgan stanley - #1,,,,6376700,124875,,SF,6376700,MA,,51.06466466
2002,4,Cambridge Electric Light Company,select energy - #1,,,,9537312,173281,,SF,9537312,MA,,55.03957156
2002,4,Cambridge Electric Light Company,select energy - #2,,,,260144,7372,,SF,260144,MA,,35.2881172
2002,4,Cambridge Electric Light Company,aquila,,233,,485,,,SF,718,MA,,
2002,4,Cambridge Electric Light Company,enron - #2,,,,-333,-5,,SF,-333,MA,,66.6
2002,4,Cambridge Electric Light Company,mirant,,,,-355,-5,,SF,-355,MA,,71
2002,4,Cambridge Electric Light Company,morgan stanley - #2,,10169,,,,,SF,10169,MA,,
2002,4,Cambridge Electric Light Company,northeast university,,-13,,,,,SF,-13,MA,,
2002,4,Cambridge Electric Light Company,select - #3,,-9,,10873,,,SF,10864,MA,,
2002,4,Cambridge Electric Light Company,apb (3),,,,1061,,,SF,1061,MA,,
2002,4,Cambridge Electric Light Company,el paso,,-2,,,,,SF,-2,MA,,
2002,4,Cambridge Electric Light Company,pg & e - #2,,-10,,,,,SF,-10,MA,,
2002,4,Cambridge Electric Light Company,purchased power deferral (6),,,,,,5923000,,5923000,MA,,
2002,4,Cambridge Electric Light Company,sale of generating assets (5),,,,,,-3595376,,-3595376,MA,,
2002,4,Cambridge Electric Light Company,total,,18382291,,90577920,2134176,2467430,,111427641,MA,,42.44163555
2003,4,Cambridge Electric Light Company,altresco - pittsfield (2),,12730546,29.8,4802339,170139,,LU,17532885,MA,427199.5302,28.22597406
2003,4,Cambridge Electric Light Company,vermont yankee atomic electric co. (1),,-19231,13,4653554,112007,,LU,4634323,MA,-1479.307692,41.5469926
2003,4,Cambridge Electric Light Company,aep,,,,-66585,-1327,,SF,-66585,MA,,50.17709118
2003,4,Cambridge Electric Light Company,constellation power source,,,,28676858,664633,,SF,28676858,MA,,43.14690664
2003,4,Cambridge Electric Light Company,iso-ne,,76,,694393,-9770,,EX,694469,MA,,-71.07400205
2003,4,Cambridge Electric Light Company,mirant new england - wtsa,,,,20727474,369764,,RQ,20727474,MA,,56.05595461
2003,4,Cambridge Electric Light Company,natsource (3),,,,178,,,SF,178,MA,,
2003,4,Cambridge Electric Light Company,constellation,,,,18339686,379199,,SF,18339686,MA,,48.36427839
2003,4,Cambridge Electric Light Company,enron,,,,223718,,,SF,223718,MA,,
2003,4,Cambridge Electric Light Company,morgan stanely,,,,-41307,-793,,SF,-41307,MA,,52.08953342
2003,4,Cambridge Electric Light Company,select,,,,248303,4229,,SF,248303,MA,,58.71435328
2003,4,Cambridge Electric Light Company,select energy - 03,,,,3444890,48142,,SF,3444890,MA,,71.55685264
2003,4,Cambridge Electric Light Company,sempra,,,,6316975,84373,,SF,6316975,MA,,74.86962654
2003,4,Cambridge Electric Light Company,total,,12711391,,88020476,1820596,-374091,,100357776,MA,,48.34706657
2003,4,Cambridge Electric Light Company,sale of generating assets (4),,,,,,-3282815,,-3282815,MA,,
2003,4,Cambridge Electric Light Company,purchased power deferral (5),,,,,,2908724,,2908724,MA,,
2004,4,Cambridge Electric Light Company,altresco - pittsfield (2),,9764124,27.3,1624316,49353,,LU,11388440,MA,357660.2198,32.91220392
2004,4,Cambridge Electric Light Company,vermont yankee atomic electric co. (1),,-65321,13,4188754,96450,,LU,4123433,MA,-5024.692308,43.42927942
2004,4,Cambridge Electric Light Company,constellation power source,,,,29729589,560117,,SF,29729589,MA,,53.07746239
2004,4,Cambridge Electric Light Company,iso-ne,,,,612487,-150,,EX,612487,MA,,-4083.246667
2004,4,Cambridge Electric Light Company,mirant new england - wtsa,,,,20954371,345652,,RQ,20954371,MA,,60.62273906
2004,4,Cambridge Electric Light Company,sempra energy,,,,4045743,69765,,SF,4045743,MA,,57.99101269
2004,4,Cambridge Electric Light Company,constellation,,,,5747647,103406,,SF,5747647,MA,,55.58330271
2004,4,Cambridge Electric Light Company,dte energy trading,,,,5017245,82426,,SF,5017245,MA,,60.86968918
2004,4,Cambridge Electric Light Company,select energy,,,,16823228,263843,,SF,16823228,MA,,63.76226771
2004,4,Cambridge Electric Light Company,total,,9698803,,88743380,1570862,-9925268,,88516915,MA,,56.49342845
2004,4,Cambridge Electric Light Company,sale of generating assets (4),,,,,,-1759004,,-1759004,MA,,
2004,4,Cambridge Electric Light Company,purchase power deferral (5),,,,,,-10671264,,-10671264,MA,,
2004,4,Cambridge Electric Light Company,altresco - pittsfield (3),,,,,,2505000,,2505000,MA,,
2005,4,Cambridge Electric Light Company,mirant new england - wtsa,,,,3567821,53888,,RQ,3567821,MA,,66.20807972
2005,4,Cambridge Electric Light Company,vermont yankee atomic electric co. (1),,-48745,12.9,4071235,102660,,LU,4022490,MA,-3778.682171,39.65746152
2005,4,Cambridge Electric Light Company,constellation power source,,,,284531,874,,SF,284531,MA,,325.5503432
2005,4,Cambridge Electric Light Company,iso-ne,,,,103451,-3816,,EX,103451,MA,,-27.10980084
2005,4,Cambridge Electric Light Company,constellation,,,,3995792,59204,,SF,3995792,MA,,67.49192622
2005,4,Cambridge Electric Light Company,dte energy trading,,,,-183178,-3009,,SF,-183178,MA,,60.87670322
2005,4,Cambridge Electric Light Company,select energy,,,,24504332,344666,,SF,24504332,MA,,71.09587833
2005,4,Cambridge Electric Light Company,pseg energy resource,,,,2008343,26568,,SF,2008343,MA,,75.59255495
2005,4,Cambridge Electric Light Company,total,,-48745,,89039271,1244531,-22651081,,66339445,MA,,71.54443803
2005,4,Cambridge Electric Light Company,sempra energy,,,,24845676,300196,,SF,24845676,MA,,82.76484697
2005,4,Cambridge Electric Light Company,j. aron & company,,,,9205516,127065,,SF,9205516,MA,,72.44729863
2005,4,Cambridge Electric Light Company,select energy,,,,6962539,86883,,SF,6962539,MA,,80.13695429
2005,4,Cambridge Electric Light Company,dominion energy,,,,9673213,149352,,SF,9673213,MA,,64.76788393
2005,4,Cambridge Electric Light Company,sale of generating assets (2),,,,,,-4280996,,-4280996,MA,,
2005,4,Cambridge Electric Light Company,purchase power deferral (3),,,,,,-18370085,,-18370085,MA,,
2006,4,Cambridge Electric Light Company,vermont yankee atomic electric co. (1),,86061,,4999828,121270,,LU,5085889,MA,,41.2288942
2006,4,Cambridge Electric Light Company,sempra energy,,,,30092365,251186,,SF,30092365,MA,,119.8011235
2006,4,Cambridge Electric Light Company,constellation,,,,41848593,358726,,SF,41848593,MA,,116.6589347
2006,4,Cambridge Electric Light Company,select energy,,,,-225005,-3345,,SF,-225005,MA,,67.26606876
2006,4,Cambridge Electric Light Company,dominion energy,,,,5333703,56916,,SF,5333703,MA,,93.7118385
2006,4,Cambridge Electric Light Company,j. aron & company,,,,8561024,105387,,SF,8561024,MA,,81.23415602
2006,4,Cambridge Electric Light Company,pseg energy resource,,,,-1483,-24,,SF,-1483,MA,,61.79166667
2006,4,Cambridge Electric Light Company,sale of generating assets (2),,,,,,-1057008,,-1057008,MA,,
2006,4,Cambridge Electric Light Company,purchase power deferral (3),,,,,,9998250,,9998250,MA,,
2006,4,Cambridge Electric Light Company,total,,86061,,90609025,890116,8941242,,99636328,MA,,101.7946256
1994,5,CANAL ELECTRIC COMPANY,5-year slice of system,,10212334,60,1369374,135924,,LU,11581708,MA,170205.5667,10.07455637
1994,5,CANAL ELECTRIC COMPANY,merrimack station,,1914494,22,2268546,134042,,IU,4183040,MA,87022.45455,16.92414318
1994,5,CANAL ELECTRIC COMPANY,vermont yankee,,6504103,25,1084618,207478,,IU,7588721,MA,260164.12,5.227628953
1994,5,CANAL ELECTRIC COMPANY,new england power-bear swamp,,2256400,,,,,IU,2256400,MA,,
1994,5,CANAL ELECTRIC COMPANY,central maine power company (a),,65822,,,,,IU,65822,MA,,
1994,5,CANAL ELECTRIC COMPANY,total,,20953153,,4722538,477444,,,25675691,MA,,9.891291963
1995,5,CANAL ELECTRIC COMPANY,merrimack station,,1581874,22,1962371,117365,,IU,3544245,MA,71903.36364,16.72024028
1995,5,CANAL ELECTRIC COMPANY,vermont yankee,,6463139,25,774990,150212,,IU,7238129,MA,258525.56,5.159308178
1995,5,CANAL ELECTRIC COMPANY,5-year slice of system,,49620,,,,,LU,49620,MA,,
1995,5,CANAL ELECTRIC COMPANY,new england power-bear swamp,,2257050,50,,,,IU,2257050,MA,45141,
1995,5,CANAL ELECTRIC COMPANY,hydro-quebec,,52616,,668424,42093,,IU,721040,MA,,15.87969496
1995,5,CANAL ELECTRIC COMPANY,total,,10404299,,3405785,309670,,,13810084,MA,,10.99811089
1996,5,CANAL ELECTRIC COMPANY,new england power-bear swamp,,2237550,50,,,,IU,2237550,MA,44751,
1996,5,CANAL ELECTRIC COMPANY,hydro-quebec,,155781,,5489821,269888,,IU,5645602,MA,,20.34110816
1996,5,CANAL ELECTRIC COMPANY,total,,2393331,,5489821,269888,,,7883152,MA,,20.34110816
1997,5,CANAL ELECTRIC COMPANY,new england power-bear swamp,,754699,50,,,,IU,754699,MA,15093.98,
1997,5,CANAL ELECTRIC COMPANY,hydro-quebec,,286628,,4051233,163669,,IU,4337861,MA,,24.75259823
1997,5,CANAL ELECTRIC COMPANY,total,,1041327,,4051233,163669,,,5092560,MA,,24.75259823
1998,5,CANAL ELECTRIC COMPANY,hydro-quebec,,-3068,,,,,IU,-3068,MA,,
1998,5,CANAL ELECTRIC COMPANY,total,,-3068,,,,,,-3068,MA,,
1994,297,Mississippi Power Company,associated companies,,627591,,67903201,3644113,11843,OS,68542635,MA,,18.63367053
1994,297,Mississippi Power Company,duke power,,,,426568,21167,,OS,426568,MA,,20.15250154
1994,297,Mississippi Power Company,south carolina e & g,,,,36221,1454,,OS,36221,MA,,24.91127923
1994,297,Mississippi Power Company,mid south,,,,523501,29403,,OS,523501,MA,,17.80433969
1994,297,Mississippi Power Company,florida power & light,,,,1339073,37361,,OS,1339073,MA,,35.8414657
1994,297,Mississippi Power Company,jacksonville elec auth,,,,7287,205,,OS,7287,MA,,35.54634146
1994,297,Mississippi Power Company,south carolina psa,,,,6491,288,,OS,6491,MA,,22.53819444
1994,297,Mississippi Power Company,cajun elec pow assn,,,,41161,2283,,OS,41161,MA,,18.02934735
